firstName,lastName,collegeName,currentTeam,draftTeam,draftYear,yearsPro
Cory,Joseph,Texas,"[{'teamId': '1610612759', 'seasonStart': '2011', 'seasonEnd': '2014'}, {'teamId': '1610612761', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612754', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '29', 'roundNum': '1', 'seasonYear': '2011'}",2011,7
Frank,Kaminsky,Wisconsin,"[{'teamId': '1610612766', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Enes,Kanter,Kentucky,"[{'teamId': '1610612762', 'seasonStart': '2011', 'seasonEnd': '2014'}, {'teamId': '1610612760', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '3', 'roundNum': '1', 'seasonYear': '2011'}",2011,7
Luke,Kennard,Duke,"[{'teamId': '1610612765', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612765', 'pickNum': '12', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Michael,Kidd-Gilchrist,Kentucky,"[{'teamId': '1610612766', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612766', 'pickNum': '2', 'roundNum': '1', 'seasonYear': '2012'}",2012,6
George,King,Colorado,"[{'teamId': '1610612756', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '59', 'roundNum': '2', 'seasonYear': '2018'}",,0
Maxi,Kleber,,"[{'teamId': '1610612742', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1
Brandon,Knight,Kentucky,"[{'teamId': '1610612765', 'seasonStart': '2011', 'seasonEnd': '2012'}, {'teamId': '1610612749', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612756', 'seasonStart': '2014', 'seasonEnd': '2017'}, {'teamId': '1610612745', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612765', 'pickNum': '8', 'roundNum': '1', 'seasonYear': '2011'}",2011,6
Kevin,Knox,Kentucky,"[{'teamId': '1610612752', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612752', 'pickNum': '9', 'roundNum': '1', 'seasonYear': '2018'}",2018,0
Furkan,Korkmaz,,"[{'teamId': '1610612755', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '26', 'roundNum': '1', 'seasonYear': '2016'}",2017,1
Luke,Kornet,Vanderbilt,"[{'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1
Kyle,Korver,Creighton,"[{'teamId': '1610612755', 'seasonStart': '2003', 'seasonEnd': '2007'}, {'teamId': '1610612762', 'seasonStart': '2007', 'seasonEnd': '2009'}, {'teamId': '1610612741', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612737', 'seasonStart': '2012', 'seasonEnd': '2016'}, {'teamId': '1610612739', 'seasonStart': '2016', 'seasonEnd': '2018'}, {'teamId': '1610612762', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612751', 'pickNum': '51', 'roundNum': '2', 'seasonYear': '2003'}",2003,15
Kosta,Koufos,Ohio State,"[{'teamId': '1610612762', 'seasonStart': '2008', 'seasonEnd': '2009'}, {'teamId': '1610612750', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612743', 'seasonStart': '2010', 'seasonEnd': '2012'}, {'teamId': '1610612763', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612758', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '23', 'roundNum': '1', 'seasonYear': '2008'}",2008,10
Rodions,Kurucs,,"[{'teamId': '1610612751', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612751', 'pickNum': '40', 'roundNum': '2', 'seasonYear': '2018'}",2018,0
Kyle,Kuzma,Utah,"[{'teamId': '1610612747', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612751', 'pickNum': '27', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Skal,Labissiere,Kentucky,"[{'teamId': '1610612758', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612758', 'pickNum': '28', 'roundNum': '1', 'seasonYear': '2016'}",2016,2
Jeremy,Lamb,Connecticut,"[{'teamId': '1610612760', 'seasonStart': '2012', 'seasonEnd': '2014'}, {'teamId': '1610612766', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612745', 'pickNum': '12', 'roundNum': '1', 'seasonYear': '2012'}",2012,6
Zach,LaVine,UCLA,"[{'teamId': '1610612750', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612741', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '13', 'roundNum': '1', 'seasonYear': '2014'}",2014,4
Jake,Layman,Maryland,"[{'teamId': '1610612757', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '47', 'roundNum': '2', 'seasonYear': '2016'}",2016,2
TJ,Leaf,California-Los Angeles,"[{'teamId': '1610612754', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '18', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Courtney,Lee,Western Kentucky,"[{'teamId': '1610612753', 'seasonStart': '2008', 'seasonEnd': '2008'}, {'teamId': '1610612751', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612745', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612738', 'seasonStart': '2012', 'seasonEnd': '2013'}, {'teamId': '1610612763', 'seasonStart': '2013', 'seasonEnd': '2015'}, {'teamId': '1610612766', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612752', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612753', 'pickNum': '22', 'roundNum': '1', 'seasonYear': '2008'}",2008,10
Damion,Lee,Louisville,"[{'teamId': '1610612737', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612744', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1
Alex,Len,Maryland,"[{'teamId': '1610612756', 'seasonStart': '2013', 'seasonEnd': '2017'}, {'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2013'}",2013,5
Kawhi,Leonard,San Diego State,"[{'teamId': '1610612759', 'seasonStart': '2011', 'seasonEnd': '2017'}, {'teamId': '1610612761', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2011'}",2011,7
Meyers,Leonard,Illinois,"[{'teamId': '1610612757', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '11', 'roundNum': '1', 'seasonYear': '2012'}",2012,6
Jon,Leuer,Wisconsin,"[{'teamId': '1610612749', 'seasonStart': '2011', 'seasonEnd': '2011'}, {'teamId': '1610612739', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612763', 'seasonStart': '2012', 'seasonEnd': '2014'}, {'teamId': '1610612756', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612765', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '40', 'roundNum': '2', 'seasonYear': '2011'}",2011,7
Caris,LeVert,Michigan,"[{'teamId': '1610612751', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612754', 'pickNum': '20', 'roundNum': '1', 'seasonYear': '2016'}",2016,2
Damian,Lillard,Weber State,"[{'teamId': '1610612757', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '6', 'roundNum': '1', 'seasonYear': '2012'}",2012,6
Jeremy,Lin,Harvard,"[{'teamId': '1610612744', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612752', 'seasonStart': '2011', 'seasonEnd': '2011'}, {'teamId': '1610612745', 'seasonStart': '2012', 'seasonEnd': '2013'}, {'teamId': '1610612747', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612766', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612751', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612737', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2010,8
Shaun,Livingston,Peoria Central HS (IL),"[{'teamId': '1610612746', 'seasonStart': '2004', 'seasonEnd': '2007'}, {'teamId': '1610612748', 'seasonStart': '2008', 'seasonEnd': '2008'}, {'teamId': '1610612760', 'seasonStart': '2008', 'seasonEnd': '2009'}, {'teamId': '1610612764', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612766', 'seasonStart': '2010', 'seasonEnd': '2010'}, {'teamId': '1610612749', 'seasonStart': '2011', 'seasonEnd': '2011'}, {'teamId': '1610612764', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612739', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612751', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612744', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612746', 'pickNum': '4', 'roundNum': '1', 'seasonYear': '2004'}",2004,13
Zach,Lofton,New Mexico State,"[{'teamId': '1610612765', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0
Kevon,Looney,UCLA,"[{'teamId': '1610612744', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '1610612744', 'pickNum': '30', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Brook,Lopez,Stanford,"[{'teamId': '1610612751', 'seasonStart': '2008', 'seasonEnd': '2016'}, {'teamId': '1610612747', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612749', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612751', 'pickNum': '10', 'roundNum': '1', 'seasonYear': '2008'}",2008,10
Robin,Lopez,Stanford,"[{'teamId': '1610612756', 'seasonStart': '2008', 'seasonEnd': '2011'}, {'teamId': '1610612740', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612757', 'seasonStart': '2013', 'seasonEnd': '2014'}, {'teamId': '1610612752', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612741', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612756', 'pickNum': '15', 'roundNum': '1', 'seasonYear': '2008'}",2008,10
Kevin,Love,UCLA,"[{'teamId': '1610612750', 'seasonStart': '2008', 'seasonEnd': '2013'}, {'teamId': '1610612739', 'seasonStart': '2014', 'seasonEnd': '2018'}]","{'teamId': '1610612763', 'pickNum': '5', 'roundNum': '1', 'seasonYear': '2008'}",2008,10
Kyle,Lowry,Villanova,"[{'teamId': '1610612763', 'seasonStart': '2006', 'seasonEnd': '2008'}, {'teamId': '1610612745', 'seasonStart': '2008', 'seasonEnd': '2011'}, {'teamId': '1610612761', 'seasonStart': '2012', 'seasonEnd': '2018'}]","{'teamId': '1610612763', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2006'}",2006,12
Jordan,Loyd,Indianapolis,"[{'teamId': '1610612761', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0
Timothe,Luwawu-Cabarrot,,"[{'teamId': '1610612755', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612760', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612755', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2016'}",2016,2
Tyler,Lydon,Syracuse,"[{'teamId': '1610612743', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '24', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Trey,Lyles,Kentucky,"[{'teamId': '1610612762', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612743', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612762', 'pickNum': '12', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Shelvin,Mack,Butler,"[{'teamId': '1610612764', 'seasonStart': '2011', 'seasonEnd': '2012'}, {'teamId': '1610612755', 'seasonStart': '2012', 'seasonEnd': '2012'}, {'teamId': '1610612737', 'seasonStart': '2012', 'seasonEnd': '2015'}, {'teamId': '1610612762', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612753', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612763', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '34', 'roundNum': '2', 'seasonYear': '2011'}",2011,7
Daryl,Macon,Arkansas,"[{'teamId': '1610612742', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2018,0
J.P.,Macura,Xavier (Ohio),"[{'teamId': '1610612766', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",,0
Ian,Mahinmi,"Rouen, France","[{'teamId': '1610612759', 'seasonStart': '2007', 'seasonEnd': '2009'}, {'teamId': '1610612742', 'seasonStart': '2010', 'seasonEnd': '2011'}, {'teamId': '1610612754', 'seasonStart': '2012', 'seasonEnd': '2015'}, {'teamId': '1610612764', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '28', 'roundNum': '1', 'seasonYear': '2005'}",2007,11
Thon,Maker,,"[{'teamId': '1610612749', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '10', 'roundNum': '1', 'seasonYear': '2016'}",2016,2
Boban,Marjanovic,,"[{'teamId': '1610612759', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612765', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612746', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2015,3
Lauri,Markkanen,Arizona,"[{'teamId': '1610612741', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612750', 'pickNum': '7', 'roundNum': '1', 'seasonYear': '2017'}",2017,1
Jarell,Martin,Louisiana State,"[{'teamId': '1610612763', 'seasonStart': '2015', 'seasonEnd': '2017'}, {'teamId': '1610612753', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612763', 'pickNum': '25', 'roundNum': '1', 'seasonYear': '2015'}",2015,3
Frank,Mason,Kansas,"[{'teamId': '1610612758', 'seasonStart': '2017', 'seasonEnd': '2018'}]","{'teamId': '1610612758', 'pickNum': '34', 'roundNum': '2', 'seasonYear': '2017'}",2017,1
Yante,Maten,,"[{'teamId': '1610612748', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",,0
Wesley,Matthews,Marquette,"[{'teamId': '1610612762', 'seasonStart': '2009', 'seasonEnd': '2009'}, {'teamId': '1610612757', 'seasonStart': '2010', 'seasonEnd': '2014'}, {'teamId': '1610612742', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2009,9
Luc,Mbah a Moute,UCLA,"[{'teamId': '1610612749', 'seasonStart': '2008', 'seasonEnd': '2012'}, {'teamId': '1610612758', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612750', 'seasonStart': '2013', 'seasonEnd': '2013'}, {'teamId': '1610612755', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612746', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612745', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612746', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612749', 'pickNum': '37', 'roundNum': '2', 'seasonYear': '2008'}",2008,10
CJ,McCollum,Lehigh,"[{'teamId': '1610612757', 'seasonStart': '2013', 'seasonEnd': '2018'}]","{'teamId': '1610612757', 'pickNum': '10', 'roundNum': '1', 'seasonYear': '2013'}",2013,5
T.J.,McConnell,Arizona,"[{'teamId': '1610612755', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2015,3
Doug,McDermott,Creighton,"[{'teamId': '1610612741', 'seasonStart': '2014', 'seasonEnd': '2016'}, {'teamId': '1610612760', 'seasonStart': '2016', 'seasonEnd': '2016'}, {'teamId': '1610612742', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612752', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612754', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612743', 'pickNum': '11', 'roundNum': '1', 'seasonYear': '2014'}",2014,4
JaVale,McGee,Nevada,"[{'teamId': '1610612764', 'seasonStart': '2008', 'seasonEnd': '2011'}, {'teamId': '1610612743', 'seasonStart': '2011', 'seasonEnd': '2014'}, {'teamId': '1610612755', 'seasonStart': '2014', 'seasonEnd': '2014'}, {'teamId': '1610612742', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612744', 'seasonStart': '2016', 'seasonEnd': '2017'}, {'teamId': '1610612747', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612764', 'pickNum': '18', 'roundNum': '1', 'seasonYear': '2008'}",2008,10
Rodney,McGruder,Kansas State,"[{'teamId': '1610612748', 'seasonStart': '2016', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2016,2
Alfonzo,McKinnie,Wisc.-Green Bay,"[{'teamId': '1610612761', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612744', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2017,1
Ben,McLemore,Kansas,"[{'teamId': '1610612758', 'seasonStart': '2013', 'seasonEnd': '2016'}, {'teamId': '1610612763', 'seasonStart': '2017', 'seasonEnd': '2017'}, {'teamId': '1610612758', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612758', 'pickNum': '7', 'roundNum': '1', 'seasonYear': '2013'}",2013,5
Jordan,McRae,Tennessee,"[{'teamId': '1610612756', 'seasonStart': '2015', 'seasonEnd': '2015'}, {'teamId': '1610612739', 'seasonStart': '2015', 'seasonEnd': '2016'}, {'teamId': '1610612764', 'seasonStart': '2018', 'seasonEnd': '2018'}]","{'teamId': '1610612759', 'pickNum': '58', 'roundNum': '2', 'seasonYear': '2014'}",2015,2
Salah,Mejri,,"[{'teamId': '1610612742', 'seasonStart': '2015', 'seasonEnd': '2018'}]","{'teamId': '', 'pickNum': '', 'roundNum': '', 'seasonYear': ''}",2015,3
